place,nametype,type_of_meteorite,g_mass,fell_found,year,id,latitude,longitude
Rancho de la Presa,Valid,H5,300,Fell,1899,22390,19.866670,-100.816670
Rangala,Valid,L6,3224.5,Fell,1937,22392,25.383330,72.016670
Raoyang,Valid,L6,4910,Fell,1919,22394,38.200000,115.700000
Ras Tanura,Valid,H6,6.1,Fell,1961,22395,26.666670,50.150000
Rasgrad,Valid,Stone-uncl,24700,Fell,1740,22396,43.500000,26.533330
Ratyn,Valid,Stone-uncl,910,Fell,1880,22398,52.200000,17.983330
Red Canyon Lake,Valid,H5,18.41,Fell,2007,53502,38.137420,-119.758120
Reliegos,Valid,L5,17300,Fell,1947,22584,42.475000,-5.333330
Rembang,Valid,"Iron, IVA",10000,Fell,1919,22585,-6.733330,111.366670
Renazzo,Valid,CR2,1000,Fell,1824,22586,44.766670,11.283330
Renca,Valid,L5,300,Fell,1925,22587,-32.750000,-65.283330
Renqiu,Valid,L6,355,Fell,1916,22589,38.666670,116.133330
Repeev Khutor,Valid,"Iron, IIF",7000,Fell,1933,22590,48.600000,45.666670
Revelstoke,Valid,CI1,1,Fell,1965,22592,51.333330,-118.950000
Rewari,Valid,L6,3332,Fell,1929,22593,28.200000,76.666670
Rich Mountain,Valid,L6,668,Fell,1903,22597,35.033330,-83.033330
Richardton,Valid,H5,90000,Fell,1918,22599,46.883330,-102.316670
Richland Springs,Valid,OC,1900,Fell,1980,22602,31.250000,-99.033330
Richmond,Valid,LL5,1800,Fell,1828,22603,37.466670,-77.500000
Rio Negro,Valid,L4,1310,Fell,1934,22611,-26.100000,-49.800000
Rivolta de Bassi,Valid,Stone-uncl,103.3,Fell,1491,22614,45.483330,9.516670
Rochester,Valid,H6,340,Fell,1876,22637,41.083330,-86.283330
Rockhampton,Valid,Stone-uncl,1641,Fell,1895,22640,-23.383330,150.516670
Roda,Valid,Diogenite,400,Fell,1871,22641,42.300000,0.550000
Rodach,Valid,Stone-uncl,2900,Fell,1775,22642,50.350000,10.800000
Rose City,Valid,H5,10600,Fell,1921,22766,44.516670,-83.950000
Rowton,Valid,"Iron, IIIAB",3500,Fell,1876,22773,52.766670,-2.516670
Ruhobobo,Valid,L6,465.5,Fell,1976,22780,-1.450000,29.833330
Rumuruti,Valid,R3.8-6,67,Fell,1934,22782,0.266670,36.533330
Rupota,Valid,L4-6,6000,Fell,1949,22783,-10.266670,38.766670
Ryechki,Valid,L5,13000,Fell,1914,22791,51.133330,34.500000
Sabetmahet,Valid,H5,1250,Fell,1855,22792,27.433330,82.083330
Sabrum,Valid,LL6,478,Fell,1999,22793,23.083330,91.666670
Sagan,Valid,Stone-uncl,,Fell,1636,22796,51.533330,14.883330
Saint-Sauveur,Valid,EH5,14000,Fell,1914,23101,43.733330,1.383330
Saint-Séverin,Valid,LL6,271000,Fell,1966,23102,45.300000,0.233330
Sakauchi,Valid,Iron,4180,Fell,1913,23103,35.666670,136.300000
Salem,Valid,L6,61.4,Fell,1981,23107,44.979170,-122.969440
Salles,Valid,L5,9000,Fell,1798,23111,46.050000,4.633330
Salzwedel,Valid,LL5,43,Fell,1985,23114,52.750000,11.050000
Samelia,Valid,"Iron, IIIAB",2462,Fell,1921,23115,25.666670,74.866670
San Juan Capistrano,Valid,H6,56,Fell,1973,23128,33.484720,-117.662500
San Michele,Valid,L6,237,Fell,2002,31315,43.666670,13.000000
San Pedro de Quiles,Valid,L6,282,Fell,1956,23130,-31.016670,-71.400000
San Pedro Jacuaro,Valid,LL6,460,Fell,1968,34063,19.766670,-100.650000
Santa Barbara,Valid,L4,400,Fell,1873,23161,-29.200000,-51.866670
Santa Cruz,Valid,CM2,60,Fell,1939,23164,24.166670,-99.333330
Santa Isabel,Valid,L6,5500,Fell,1924,23165,-33.900000,-61.700000
Santa Lucia (2008),Valid,L6,4000,Fell,2008,50909,-31.535556,-68.489444
São Jose do Rio Preto,Valid,H4,927,Fell,1962,23171,-20.810000,-49.380560
Saratov,Valid,L4,200000,Fell,1918,23176,52.550000,46.550000
Sasagase,Valid,H,695,Fell,1688,23187,34.716670,137.783330
Sauguis,Valid,L6,4000,Fell,1868,23188,43.150000,-0.850000
Savtschenskoje,Valid,LL4,2500,Fell,1894,23190,47.216670,29.866670
Sayama,Valid,CM2,430,Fell,1986,23192,35.866670,139.400000
Sazovice,Valid,L5,412,Fell,1934,23455,49.233330,17.566670
Schellin,Valid,L,7000,Fell,1715,23457,53.350000,15.050000
Schenectady,Valid,H5,283.3,Fell,1968,23458,42.860830,-73.950280
Schönenberg,Valid,L6,8000,Fell,1846,23460,48.116670,10.466670
Searsmont,Valid,H5,5400,Fell,1871,23472,44.366670,-69.200000
Sediköy,Valid,L6,240,Fell,1917,23473,38.300000,27.133330
Segowlie,Valid,LL6,6930,Fell,1853,23476,26.750000,84.783330
Selakopi,Valid,H5,1590,Fell,1939,23481,-7.233330,107.333330
Seldebourak,Valid,H5,150,Fell,1947,23483,22.833330,4.983330
Semarkona,Valid,LL3.00,691,Fell,1940,23487,22.250000,79.000000
Sena,Valid,H4,4000,Fell,1773,23495,41.716670,-0.050000
Senboku,Valid,H6,866,Fell,1993,23496,39.438330,140.511670
Seoni,Valid,H6,20000,Fell,1966,23500,21.683890,79.500830
Seres,Valid,H4,8500,Fell,1818,23501,41.050000,23.566670
Serra de Magé,Valid,Eucrite-cm,1800,Fell,1923,23502,-8.383330,-36.766670
Sete Lagoas,Valid,H4,350,Fell,1908,23504,-19.466670,-44.216670
Sevilla,Valid,LL4,180,Fell,1862,23508,37.416670,-6.000000
Sevrukovo,Valid,L5,101000,Fell,1874,23509,50.616670,36.600000
Sfax,Valid,L6,7000,Fell,1989,23512,34.750000,10.716670
Shalka,Valid,Diogenite,4000,Fell,1850,23521,23.100000,87.300000
Sharps,Valid,H3.4,1265,Fell,1921,23525,37.833330,-76.700000
Shelburne,Valid,L5,18600,Fell,1904,23529,44.050000,-80.166670
Shergotty,Valid,Martian (shergottite),5000,Fell,1865,23530,24.550000,84.833330
Sheyang,Valid,L6,605,Fell,1976,23531,33.650000,120.066670
Shikarpur,Valid,L6,3679.7,Fell,1921,23534,25.850000,87.577500
Shuangyang,Valid,H5,3900,Fell,1971,23582,43.500000,125.666670
Shupiyan,Valid,H6,5000,Fell,1912,23583,33.716670,74.833330
Shytal,Valid,L6,3200,Fell,1863,23584,24.333330,90.166670
Siena,Valid,LL5,3700,Fell,1794,23586,43.116670,11.600000
Sikhote-Alin,Valid,"Iron, IIAB",2.3e+07,Fell,1947,23593,46.160000,134.653330
Silao,Valid,H5,1710,Fell,1995,23594,20.933330,-101.383330
Silistra,Valid,Achondrite-ung,0.15,Fell,1917,55584,44.116670,27.266670
Simmern,Valid,H5,1222,Fell,1920,23603,49.983330,7.533330
Sinai,Valid,L6,1455,Fell,1916,23606,30.900000,32.483330
Sindhri,Valid,H5,8400,Fell,1901,23611,26.216670,69.550000
Sinnai,Valid,H6,2000,Fell,1956,23613,39.300000,9.200000
Sioux County,Valid,Eucrite-mmict,4100,Fell,1933,23614,42.583330,-103.666670
Sitathali,Valid,H5,1600,Fell,1875,23616,20.916670,82.583330
Sivas,Valid,H6,40000,Fell,1989,23617,39.824670,36.135830
Sixiangkou,Valid,L5,630,Fell,1989,23619,32.433330,119.866670
Ski,Valid,L6,850,Fell,1848,23621,59.733330,10.866670
Slavetic,Valid,H5,1708,Fell,1868,23626,45.683330,15.600000
Slobodka,Valid,L4,2750,Fell,1818,23645,55.000000,35.000000
Soheria,Valid,OC,72.9,Fell,1960,23660,27.133330,84.066670
Soko-Banja,Valid,LL4,80000,Fell,1877,23661,43.666670,21.866670
Sologne,Valid,H5,54,Fell,1860,23663,47.366670,1.733330
Sołtmany,Valid,L6,1066,Fell,2011,53829,54.008830,22.005000
Sone,Valid,H5,17100,Fell,1866,23667,35.166670,135.333330
Songyuan,Valid,L6,36900,Fell,1993,23668,45.250000,125.000000
Sopot,Valid,OC,958,Fell,1927,23670,44.416670,23.500000
Soroti,Valid,"Iron, ungrouped",2050,Fell,1945,23671,1.700000,33.633330
St. Caprais-de-Quinsac,Valid,L6,360,Fell,1883,23081,44.750000,0.050000
St. Christophe-la-Chartreuse,Valid,L6,5500,Fell,1841,23082,46.950000,-1.500000
St. Denis Westrem,Valid,L6,700,Fell,1855,23083,51.050000,3.750000
St. Germain-du-Pinel,Valid,H6,4000,Fell,1890,23087,48.016670,-1.150000
St. Louis,Valid,H4,1000,Fell,1950,23089,38.700000,-90.233330
St. Mark's,Valid,EH5,13780,Fell,1903,23090,-32.016670,27.416670
St. Mary's County,Valid,LL3.3,24.3,Fell,1919,23091,38.166670,-76.383330
St. Mesmin,Valid,LL6,8300,Fell,1866,23092,48.450000,3.933330
St. Michel,Valid,L6,17000,Fell,1910,23093,61.650000,27.200000
St.-Chinian,Valid,L6,134.3,Fell,1959,23097,43.433330,2.950000
Ställdalen,Valid,H5,34000,Fell,1876,23712,59.933330,14.950000
Stannern,Valid,Eucrite-mmict,52000,Fell,1808,23713,49.283330,15.566670
Stavropol,Valid,L6,1500,Fell,1857,23717,45.050000,41.983330
Ste. Marguerite,Valid,H4,4960,Fell,1962,23099,50.766670,3.000000
Sterlitamak,Valid,"Iron, IIIAB",325000,Fell,1990,23724,53.666670,55.983330
Stolzenau,Valid,Stone-uncl,,Fell,1647,23726,52.533330,9.050000
Stratford,Valid,L6,50,Fell,1974,23728,41.200000,-73.133330
Strathmore,Valid,L6,13400,Fell,1917,23729,56.583330,-3.250000
Stretchleigh,Valid,Stone-uncl,10400,Fell,1623,23732,50.383330,-3.950000
St-Robert,Valid,H5,25400,Fell,1994,23733,45.968610,-72.978060
Success,Valid,L6,3500,Fell,1924,23736,36.483330,-90.666670
Suchy Dul,Valid,L6,815.3,Fell,1969,23737,50.538060,16.263330
Suizhou,Valid,L6,260000,Fell,1986,23738,31.616670,113.466670
Sulagiri,Valid,LL6,110000,Fell,2008,48951,12.666670,78.033330
Sultanpur,Valid,L/LL6,1710.5,Fell,1916,23741,25.933330,84.283330
Sungach,Valid,H5,637,Fell,1935,23745,44.866670,133.166670
Supuhee,Valid,H6,7235,Fell,1865,23760,26.716670,84.216670
Sutter's Mill,Valid,C,992.5,Fell,2012,55529,38.803890,-120.908060
Sylacauga,Valid,H4,5560,Fell,1954,23773,33.188360,-86.294500
Tabor,Valid,H5,7540,Fell,1753,23776,49.400000,14.650000
Tadjera,Valid,L5,9000,Fell,1867,23778,36.183330,5.416670
Tagish Lake,Valid,C2-ung,10000,Fell,2000,23782,59.704440,-134.201390
Tahara,Valid,H4/5,1000,Fell,1991,23784,34.720000,137.305000
Takenouchi,Valid,H5,720,Fell,1880,23789,35.383330,134.900000
Talampaya,Valid,Eucrite-cm,1421,Fell,1995,23791,,
Tambakwatu,Valid,L6,10500,Fell,1975,23795,-7.750000,112.766670
Tamdakht,Valid,H5,100000,Fell,2008,48691,31.163330,-7.015000
Tané,Valid,L5,905,Fell,1918,23801,35.433330,136.233330
Taonan,Valid,L5,3850,Fell,1965,23873,45.400000,122.900000
Tatahouine,Valid,Diogenite,12000,Fell,1931,23884,32.950000,10.416670
Tathlith,Valid,L6,2500,Fell,1967,23885,19.383330,43.733330
Tauk,Valid,L6,6000,Fell,1929,23887,35.133330,44.450000
Tauti,Valid,L6,21000,Fell,1937,23888,46.716670,23.500000
Tenham,Valid,L6,160000,Fell,1879,23897,-25.733330,142.950000
Tennasilm,Valid,L4,28500,Fell,1872,23898,58.033330,26.950000
Thal,Valid,H6,342,Fell,1950,23908,33.400000,70.600000
Thika,Valid,L6,14200,Fell,2011,54493,-1.002780,37.150280
Thuathe,Valid,H4/5,45300,Fell,2002,23976,-29.333330,27.583330
Tianzhang,Valid,H5,2232,Fell,1986,23984,32.946670,118.990000
Tieschitz,Valid,H/L3.6,28000,Fell,1878,23989,49.600000,17.116670
Tilden,Valid,L6,74800,Fell,1927,23998,38.200000,-89.683330
Tillaberi,Valid,L6,3000,Fell,1970,23999,14.250000,1.533330
Timochin,Valid,H5,65500,Fell,1807,24004,54.500000,35.200000
Tirupati,Valid,H6,230,Fell,1934,24009,13.633330,79.416670
Tissint,Valid,Martian (shergottite),7000,Fell,2011,54823,29.481950,-7.611230
Tjabe,Valid,H6,20000,Fell,1869,24011,-7.083330,111.533330
Tjerebon,Valid,L5,16500,Fell,1922,24012,-6.666670,106.583330
Tomakovka,Valid,LL6,600,Fell,1905,24019,47.850000,34.766670
Tomatlan,Valid,H6,900,Fell,1879,24020,20.166670,-105.216670
Tomita,Valid,L,600,Fell,1916,24023,34.500000,133.750000
Tomiya,Valid,H4/5,27.5,Fell,1984,24024,38.366670,140.865560
Tonk,Valid,CI1,7.7,Fell,1911,24026,24.650000,76.866670
Torino,Valid,H6,977,Fell,1988,24029,45.066670,7.666670
Torrington,Valid,H6,259.1,Fell,1944,24032,42.066670,-104.166670
Toulouse,Valid,H6,1030,Fell,1812,24036,43.600000,1.400000
Tounkin,Valid,OC,2000,Fell,1824,24037,51.733330,102.533330
Tourinnes-la-Grosse,Valid,L6,14500,Fell,1863,24038,50.783330,4.766670
Trebbin,Valid,LL6,1250,Fell,1988,24042,52.216670,13.166670
Trenzano,Valid,H3/4,11800,Fell,1856,24046,45.466670,10.000000
Treysa,Valid,"Iron, IIIAB-an",63000,Fell,1916,24050,50.916670,9.183330
Tromøy,Valid,H,357.4,Fell,1950,24053,58.473330,8.866670
Troup,Valid,L6,1020,Fell,1917,24054,32.166670,-95.100000
Trysil,Valid,L/LL6,640,Fell,1927,24057,61.300000,12.300000
Tsukuba,Valid,H5-6,800,Fell,1996,24059,36.063330,140.145000
Tuan Tuc,Valid,L6,13100,Fell,1921,24060,9.666670,105.666670
Tugalin-Bulen,Valid,H6,10000,Fell,1967,24062,45.466670,105.383330
Tulung Dzong,Valid,Stone-uncl,,Fell,1944,24071,30.000000,90.750000
Turtle Lake,Valid,L5,89.3,Fell,1996,47343,45.345830,-92.051670
Tuxtuac,Valid,LL5,30000,Fell,1975,24086,21.666670,-103.366670
Tysnes Island,Valid,H4,19860,Fell,1884,24094,60.000000,5.616670
Tyumen,Valid,Iron,750,Fell,1903,24095,57.166670,65.533330
Uberaba,Valid,H5,40000,Fell,1903,24096,-19.816670,-48.783330
Ucera,Valid,H5,4590,Fell,1970,24097,11.050000,-69.850000
Uchkuduk,Valid,L6,1000,Fell,1989,24098,41.766670,62.516670
Udaipur,Valid,H3,2000,Fell,1976,24099,,
Udei Station,Valid,"Iron, IAB-ung",103000,Fell,1927,24101,7.950000,8.083330
Uden,Valid,LL7,710,Fell,1840,24103,51.650000,5.616670
Udipi,Valid,H5,3600,Fell,1866,24104,13.483330,74.783330
Ufana,Valid,EL6,189.2,Fell,1957,24106,-4.266670,35.350000
Ulmiz,Valid,L,76.5,Fell,1926,24108,46.933330,7.216670
Umbala,Valid,LL5,100,Fell,1822,24112,30.333330,76.333330
Umm Ruaba,Valid,L5,1700,Fell,1966,24118,13.466670,31.216670
Undulung,Valid,L4,113.4,Fell,1986,24121,66.138890,124.766670
Unkoku,Valid,OC,1000,Fell,1924,24123,34.800000,127.000000
Urasaki,Valid,Stone-uncl,1500,Fell,1926,24129,34.483330,133.283330
Usti Nad Orlici,Valid,L6,1269,Fell,1963,24132,49.975000,16.375000
Utrecht,Valid,L6,9700,Fell,1843,24135,52.116670,5.183330
Utzenstorf,Valid,H5,3422,Fell,1928,24136,47.116670,7.550000
Uzcudun,Valid,L,20000,Fell,1948,24140,-44.116670,-66.150000
Vago,Valid,H6,40,Fell,1668,24143,45.416670,11.133330
Valdavur,Valid,H6,2799,Fell,1944,24144,11.983330,79.750000
Valdinizza,Valid,L6,1004,Fell,1903,24145,44.866670,9.150000
Valdinoce,Valid,Stone-uncl,,Fell,1496,24146,44.066670,12.100000
Valera,Valid,L5,50000,Fell,1972,24149,9.316670,-70.628330
Varre-Sai,Valid,L5,2500,Fell,2010,53633,-20.850010,-41.733560
Vavilovka,Valid,LL6,1932,Fell,1876,24154,46.150000,32.833330
Vengerovo,Valid,H5,10800,Fell,1950,24158,56.133330,77.266670
Veramin,Valid,Mesosiderite-B2,54000,Fell,1880,24162,35.333330,51.633330
Verkhne Tschirskaia,Valid,H5,8000,Fell,1843,24165,48.416670,43.200000
Vernon County,Valid,H6,1500,Fell,1865,24168,43.500000,-91.166670
Vetluga,Valid,Eucrite-mmict,750,Fell,1949,24169,57.800000,45.800000
Vigarano,Valid,CV3,15000,Fell,1910,24174,44.850000,11.400000
Villalbeto de la Peña,Valid,L6,3500,Fell,2004,24179,42.800000,-4.666670
Villarrica,Valid,Stone-uncl,,Fell,1925,24181,-25.833330,-56.500000
Vilna,Valid,L5,0.1,Fell,1967,24183,54.225000,-111.691670
Virba,Valid,L6,3600,Fell,1873,24185,43.533330,22.633330
Vishnupur,Valid,LL4-6,2437,Fell,1906,24187,23.100000,87.433330
Vissannapeta,Valid,Eucrite-cm,1303.8,Fell,1997,24188,16.833330,80.750000
Visuni,Valid,H6,594,Fell,1915,24189,25.450000,70.000000
Vouillé,Valid,L6,20000,Fell,1831,24191,46.633330,0.166670
Walters,Valid,L6,28100,Fell,1946,24210,34.333330,-98.300000
Warrenton,Valid,CO3.7,1600,Fell,1877,24215,38.683330,-91.150000
Washougal,Valid,Howardite,225,Fell,1939,24218,45.583330,-122.350000
Werdama,Valid,H5,4000,Fell,2006,47344,32.797320,21.787130
Wessely,Valid,H5,3750,Fell,1831,24244,48.950000,17.383330
Weston,Valid,H4,150000,Fell,1807,24249,41.266667,-73.266667
Wethersfield (1971),Valid,L6,350,Fell,1971,24250,41.700000,-72.650000
Wethersfield (1982),Valid,L6,2756,Fell,1982,24251,41.710560,-72.673610
Whetstone Mountains,Valid,H5,2138.74,Fell,2009,49514,31.961850,-110.434183
Wiluna,Valid,H5,150000,Fell,1967,24281,-26.592780,120.328330
Witklip Farm,Valid,H5,22,Fell,1918,24321,-26.000000,30.000000
Witsand Farm,Valid,LL4,66,Fell,1932,24322,-28.666670,18.916670
Wittekrantz,Valid,L5,2200,Fell,1880,24323,-32.500000,23.000000
Wolamo,Valid,OC,166.4,Fell,1964,24324,9.000000,39.000000
Wold Cottage,Valid,L6,25000,Fell,1795,24325,54.136670,-0.413330
Woolgorong,Valid,L6,36000,Fell,1960,24334,-27.750000,115.833330
Worden,Valid,L5,1551,Fell,1997,24337,42.384670,-83.611500
Wuan,Valid,H6,50000,Fell,1986,24340,36.750000,114.250000
Wuzhi,Valid,Stone-uncl,,Fell,1931,24342,35.133330,113.333330
Xi Ujimgin,Valid,L/LL6-an,5900,Fell,1980,24345,44.666670,117.500000
Xingyang,Valid,H6,75500,Fell,1977,24346,32.333330,114.316670
Yafa,Valid,H5,5700,Fell,2000,24351,13.711110,45.170000
Yambo,Valid,H5,4,Fell,1951,30345,1.000000,22.500000
Yangchiang,Valid,H5,20000,Fell,1954,30348,21.833330,111.833330
Yanzhuang,Valid,H6,3500,Fell,1990,30350,24.566670,114.166670
Yardymly,Valid,"Iron, IAB complex",150200,Fell,1959,30352,38.933330,48.250000
Yatoor,Valid,H5,13600,Fell,1852,30358,14.300000,79.766670
Yonozu,Valid,H4/5,31650,Fell,1837,30366,37.750000,139.000000
Yorktown (New York),Valid,L5,250,Fell,1869,30370,41.283330,-73.816670
Yoshiki,Valid,Stone-uncl,0.1,Fell,1928,30372,34.166670,131.450000
Yukan,Valid,LL6,4800,Fell,1931,30377,28.716670,116.616670
Yurtuk,Valid,Howardite,1472,Fell,1936,30378,47.316670,35.366670
Zaborzika,Valid,L6,3867,Fell,1818,30379,50.283330,27.683330
Zabrodje,Valid,L6,3000,Fell,1893,30380,55.183330,27.916670
Zag,Valid,H3-6,175000,Fell,1998,30384,27.333330,-9.333330
Zagami,Valid,Martian (shergottite),18000,Fell,1962,30386,11.733330,7.083330
Zaisan,Valid,H5,463,Fell,1963,30388,47.500000,83.000000
Zaisho,Valid,"Pallasite, PMG-an",330,Fell,1898,30389,33.700000,133.800000
Zaoyang,Valid,H5,14250,Fell,1984,30391,32.300000,112.750000
Zavetnoe,Valid,L6,800,Fell,1952,30395,47.133330,43.900000
Zavid,Valid,L6,95000,Fell,1897,30396,44.400000,19.116670
Zebrak,Valid,H5,2000,Fell,1824,30397,49.883330,13.916670
Zemaitkiemis,Valid,L6,44100,Fell,1933,30399,55.300000,25.000000
Zhaodong,Valid,L4,42000,Fell,1984,30404,45.816670,125.916670
Zhovtnevyi,Valid,H6,107000,Fell,1938,30407,47.583330,37.250000
Zhuanghe,Valid,H5,2900,Fell,1976,30408,39.666670,122.983330
Zmenj,Valid,Howardite,246,Fell,1858,30411,51.833330,26.833330
Zomba,Valid,L6,7500,Fell,1899,30412,-15.183330,35.283330
Zsadany,Valid,H5,552,Fell,1875,30413,46.933330,21.500000
Zvonkov,Valid,H6,2568,Fell,1955,30415,50.200000,30.250000